#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Temp
01.10.13;11:20:00;1;1792;3000;6;0;935;882;594;560;30
01.10.13;11:15:00;1;1853;3000;6;0;973;908;596;562;29
01.10.13;11:10:00;1;1432;2000;6;0;750;699;592;559;29
01.10.13;11:05:00;1;1151;2000;6;0;611;557;590;558;29
01.10.13;11:00:00;1;1030;2000;6;0;545;515;583;549;29
01.10.13;10:55:00;1;1156;2000;6;0;603;575;584;549;29
01.10.13;10:50:00;1;1220;2000;6;0;638;608;587;547;29
01.10.13;10:45:00;1;1849;2000;6;0;966;912;597;560;29
01.10.13;10:40:00;1;1641;2000;6;0;859;814;598;557;28
01.10.13;10:35:00;1;1162;2000;6;0;608;573;589;552;28
01.10.13;10:30:00;1;824;1000;6;0;438;411;582;545;28
01.10.13;10:25:00;1;867;1000;6;0;459;431;583;545;28
01.10.13;10:20:00;1;867;1000;6;0;456;433;584;544;28
01.10.13;10:15:00;1;790;1000;6;0;417;394;580;541;28
01.10.13;10:10:00;1;758;1000;6;0;403;381;580;541;28
01.10.13;10:05:00;1;941;1000;6;0;489;468;585;546;28
01.10.13;10:00:00;1;1031;1000;6;0;539;509;588;548;28
01.10.13;09:55:00;1;1060;1000;6;0;551;522;588;549;27
01.10.13;09:50:00;1;1123;1000;6;0;580;555;590;550;27
01.10.13;09:45:00;1;1155;1000;6;0;606;570;591;554;27
01.10.13;09:40:00;1;906;1000;6;0;477;447;585;551;26
01.10.13;09:35:00;1;497;1000;6;0;270;255;570;535;26
01.10.13;09:30:00;1;451;1000;6;0;242;233;569;533;26
01.10.13;09:25:00;1;447;1000;6;0;242;230;569;533;26
01.10.13;09:20:00;1;511;0;6;0;275;265;573;536;26
01.10.13;09:15:00;1;583;0;6;0;315;297;577;539;26
01.10.13;09:10:00;1;515;0;6;0;280;265;575;537;25
01.10.13;09:05:00;1;466;0;6;0;252;239;570;535;25
01.10.13;09:00:00;1;315;0;6;0;169;164;558;524;25
01.10.13;08:55:00;1;241;0;6;0;131;124;550;516;25
01.10.13;08:50:00;1;282;0;6;0;152;145;555;521;24
01.10.13;08:45:00;1;394;0;6;0;215;203;567;531;24
01.10.13;08:40:00;1;599;0;6;0;320;304;578;541;24
01.10.13;08:35:00;1;462;0;6;0;253;234;572;536;24
01.10.13;08:30:00;1;305;0;6;0;164;155;558;524;23
01.10.13;08:25:00;1;212;0;6;0;117;109;548;512;23
01.10.13;08:20:00;1;170;0;6;0;91;88;533;502;22
01.10.13;08:15:00;1;116;0;6;0;63;61;512;486;22
01.10.13;08:10:00;1;95;0;6;0;51;50;491;465;22
01.10.13;08:05:00;1;54;0;6;0;30;29;388;392;21
01.10.13;08:00:00;1;29;0;6;0;16;16;317;323;21
01.10.13;07:55:00;1;13;0;6;0;9;9;299;301;20
01.10.13;07:50:00;1;0;0;4;0;4;4;355;355;19
