#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Temp
02.10.13;10:45:00;1;2386;4000;6;0;1251;1178;600;558;32
02.10.13;10:40:00;1;3131;4000;6;0;1635;1550;598;562;32
02.10.13;10:35:00;1;3475;4000;6;0;1816;1722;600;564;32
02.10.13;10:30:00;1;3257;4000;6;0;1705;1613;602;565;31
02.10.13;10:25:00;1;3234;3000;6;0;1690;1607;606;570;31
02.10.13;10:20:00;1;2158;3000;6;0;1137;1066;602;568;30
02.10.13;10:15:00;1;1695;3000;6;0;888;832;598;563;30
02.10.13;10:10:00;1;2073;3000;6;0;1087;1028;603;564;30
02.10.13;10:05:00;1;2250;2000;6;0;1181;1117;607;564;30
02.10.13;10:00:00;1;1846;2000;6;0;965;915;600;560;30
02.10.13;09:55:00;1;2256;2000;6;0;1180;1114;600;561;30
02.10.13;09:50:00;1;2638;2000;6;0;1381;1308;607;566;30
02.10.13;09:45:00;1;2466;2000;6;0;1283;1228;605;566;29
02.10.13;09:40:00;1;2033;2000;6;0;1063;1010;600;566;29
02.10.13;09:35:00;1;1595;1000;6;0;836;792;601;563;28
02.10.13;09:30:00;1;1588;1000;6;0;833;783;600;562;28
02.10.13;09:25:00;1;1465;1000;6;0;766;726;601;558;28
02.10.13;09:20:00;1;1369;1000;6;0;720;676;600;558;28
02.10.13;09:15:00;1;1316;1000;6;0;688;652;599;556;28
02.10.13;09:10:00;1;1285;1000;6;0;672;635;598;557;27
02.10.13;09:05:00;1;1224;1000;6;0;643;607;598;558;27
02.10.13;09:00:00;1;962;1000;6;0;503;475;592;552;27
02.10.13;08:55:00;1;990;0;6;0;516;490;592;552;27
02.10.13;08:50:00;1;1107;0;6;0;578;550;594;554;27
02.10.13;08:45:00;1;1421;0;6;0;746;706;603;560;26
02.10.13;08:40:00;1;1155;0;6;0;607;574;598;558;26
02.10.13;08:35:00;1;1067;0;6;0;562;531;598;558;25
02.10.13;08:30:00;1;691;0;6;0;366;345;587;549;25
02.10.13;08:25:00;1;539;0;6;0;284;273;581;542;25
02.10.13;08:20:00;1;600;0;6;0;317;303;585;544;25
02.10.13;08:15:00;1;558;0;6;0;297;281;582;543;24
02.10.13;08:10:00;1;515;0;6;0;275;259;581;541;24
02.10.13;08:05:00;1;452;0;6;0;246;231;578;539;24
02.10.13;08:00:00;1;313;0;6;0;169;159;564;529;23
02.10.13;07:55:00;1;212;0;6;0;114;111;552;516;23
02.10.13;07:50:00;1;177;0;6;0;96;92;541;509;22
02.10.13;07:45:00;1;122;0;6;0;66;65;518;492;22
02.10.13;07:40:00;1;93;0;6;0;50;49;497;473;22
02.10.13;07:35:00;1;56;0;6;0;31;31;413;412;21
02.10.13;07:30:00;1;34;0;6;0;18;19;337;343;21
02.10.13;07:25:00;1;21;0;6;0;11;12;279;282;20
02.10.13;07:20:00;1;1;0;6;0;5;5;395;394;19
02.10.13;07:15:00;1;0;0;1;0;2;3;237;236;19
