#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Temp
28.09.13;10:05:00;1;1653;2000;6;0;861;822;587;548;31
28.09.13;10:00:00;1;1615;2000;6;0;858;814;585;549;31
28.09.13;09:55:00;1;1680;2000;6;0;888;837;585;550;31
28.09.13;09:50:00;1;1952;2000;6;0;1021;964;589;552;31
28.09.13;09:45:00;1;2108;2000;6;0;1093;1037;592;554;30
28.09.13;09:40:00;1;2305;1000;6;0;1198;1139;598;555;30
28.09.13;09:35:00;1;2206;1000;6;0;1148;1093;599;556;30
28.09.13;09:30:00;1;1963;1000;6;0;1020;968;597;555;29
28.09.13;09:25:00;1;1625;1000;6;0;846;803;594;551;29
28.09.13;09:20:00;1;1248;1000;6;0;664;625;588;548;28
28.09.13;09:15:00;1;960;1000;6;0;523;493;582;543;28
28.09.13;09:10:00;1;789;0;6;0;429;406;577;540;28
28.09.13;09:05:00;1;743;0;6;0;405;381;576;538;28
28.09.13;09:00:00;1;771;0;6;0;420;396;578;539;28
28.09.13;08:55:00;1;711;0;6;0;385;367;576;538;28
28.09.13;08:50:00;1;660;0;6;0;358;341;574;537;27
28.09.13;08:45:00;1;662;0;6;0;358;342;574;538;27
28.09.13;08:40:00;1;626;0;6;0;341;322;573;537;27
28.09.13;08:35:00;1;553;0;6;0;299;286;570;533;26
28.09.13;08:30:00;1;527;0;6;0;286;272;569;533;26
28.09.13;08:25:00;1;589;0;6;0;320;304;571;535;26
28.09.13;08:20:00;1;529;0;6;0;288;272;569;533;26
28.09.13;08:15:00;1;479;0;6;0;259;247;567;531;25
28.09.13;08:10:00;1;394;0;6;0;215;202;561;527;25
28.09.13;08:05:00;1;333;0;6;0;182;171;556;521;25
28.09.13;08:00:00;1;280;0;6;0;152;145;551;516;24
28.09.13;07:55:00;1;235;0;6;0;129;122;546;512;24
28.09.13;07:50:00;1;179;0;6;0;99;93;530;499;24
28.09.13;07:45:00;1;108;0;6;0;59;57;499;473;23
28.09.13;07:40:00;1;63;0;6;0;34;35;421;419;23
28.09.13;07:35:00;1;38;0;6;0;20;21;344;350;22
28.09.13;07:30:00;1;23;0;6;0;11;13;278;282;21
28.09.13;07:25:00;1;0;0;6;0;6;7;376;376;20
28.09.13;07:20:00;1;0;0;1;0;2;3;208;208;20
