#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Temp
27.09.13;16:00:00;1;2422;41000;6;0;1267;1231;554;542;39
27.09.13;15:55:00;1;3394;41000;6;0;1723;1738;546;535;41
27.09.13;15:50:00;1;3826;41000;6;0;1943;1980;544;537;40
27.09.13;15:45:00;1;2778;40000;6;0;1430;1424;541;529;41
27.09.13;15:40:00;1;6294;40000;6;0;3165;3289;525;530;43
27.09.13;15:35:00;1;8188;40000;6;0;4101;4312;533;538;43
27.09.13;15:30:00;1;4569;39000;6;0;2324;2362;555;544;40
27.09.13;15:25:00;1;4067;39000;6;0;2068;2068;564;543;40
27.09.13;15:20:00;1;2869;38000;6;0;1468;1444;570;544;40
27.09.13;15:15:00;1;2542;38000;6;0;1293;1287;565;537;40
27.09.13;15:10:00;1;2635;38000;6;0;1365;1336;563;536;41
27.09.13;15:05:00;1;2401;38000;6;0;1272;1205;568;543;42
27.09.13;15:00:00;1;3444;37000;6;0;1759;1776;543;529;43
27.09.13;14:55:00;1;2964;37000;6;0;1516;1510;538;523;44
27.09.13;14:50:00;1;6736;37000;6;0;3417;3549;515;523;47
27.09.13;14:45:00;1;8592;36000;6;0;4329;4467;530;530;47
27.09.13;14:40:00;1;4459;36000;6;0;2275;2316;528;522;46
27.09.13;14:35:00;1;6557;35000;6;0;3318;3431;525;524;47
27.09.13;14:30:00;1;5103;35000;6;0;2595;2642;526;515;46
27.09.13;14:25:00;1;9259;34000;6;0;4695;4761;515;509;48
27.09.13;14:20:00;1;10201;33000;6;0;5183;5210;519;509;49
27.09.13;14:15:00;1;9925;33000;6;0;5039;5068;522;513;48
27.09.13;14:10:00;1;9361;32000;6;0;4783;4738;530;512;48
27.09.13;14:05:00;1;9610;31000;6;0;4955;4896;526;512;48
27.09.13;14:00:00;1;7413;30000;6;0;3836;3766;528;510;47
27.09.13;13:55:00;1;9387;29000;6;0;4878;4753;522;507;48
27.09.13;13:50:00;1;9412;29000;6;0;4858;4740;522;507;48
27.09.13;13:45:00;1;9686;28000;6;0;5012;4880;520;506;48
27.09.13;13:40:00;1;10107;27000;6;0;5207;5068;520;507;48
27.09.13;13:35:00;1;10262;26000;6;0;5301;5166;520;507;48
27.09.13;13:30:00;1;10389;25000;6;0;5339;5227;519;506;48
27.09.13;13:25:00;1;10683;25000;6;0;5509;5365;521;508;48
27.09.13;13:20:00;1;10433;24000;6;0;5385;5250;527;514;47
27.09.13;13:15:00;1;9591;23000;6;0;4972;4846;528;515;47
27.09.13;13:10:00;1;10471;22000;6;0;5418;5298;534;521;47
27.09.13;13:05:00;1;6914;21000;6;0;3629;3536;545;525;43
27.09.13;13:00:00;1;4801;21000;6;0;2493;2434;543;516;43
27.09.13;12:55:00;1;8244;20000;6;0;4278;4159;535;517;46
27.09.13;12:50:00;1;8446;19000;6;0;4353;4260;535;522;45
27.09.13;12:45:00;1;8921;19000;6;0;4612;4492;540;526;45
27.09.13;12:40:00;1;6733;18000;6;0;3476;3395;545;527;42
27.09.13;12:35:00;1;6086;17000;6;0;3202;3115;543;526;42
27.09.13;12:30:00;1;5936;17000;6;0;3070;2989;546;525;42
27.09.13;12:25:00;1;7129;16000;6;0;3704;3601;547;524;43
27.09.13;12:20:00;1;7542;16000;6;0;3944;3819;548;525;43
27.09.13;12:15:00;1;7370;15000;6;0;3825;3708;553;526;42
27.09.13;12:10:00;1;7734;15000;6;0;4027;3873;551;529;42
27.09.13;12:05:00;1;5163;14000;6;0;2834;2503;576;552;40
27.09.13;12:00:00;1;6555;13000;6;0;3431;3300;549;525;42
27.09.13;11:55:00;1;8752;13000;6;0;4513;4382;550;533;42
27.09.13;11:50:00;1;8057;12000;6;0;4139;4046;555;540;40
27.09.13;11:45:00;1;4476;11000;6;0;2320;2248;569;533;38
27.09.13;11:40:00;1;5524;11000;6;0;2869;2777;569;537;38
27.09.13;11:35:00;1;6190;11000;6;0;3201;3112;563;539;38
27.09.13;11:30:00;1;4100;10000;6;0;2122;2059;566;534;37
27.09.13;11:25:00;1;4827;10000;6;0;2518;2441;564;535;38
27.09.13;11:20:00;1;5016;9000;6;0;2609;2526;568;535;38
27.09.13;11:15:00;1;6022;9000;6;0;3104;3014;564;537;38
27.09.13;11:10:00;1;5077;8000;6;0;2602;2543;561;539;37
27.09.13;11:05:00;1;4644;8000;6;0;2446;2387;576;553;36
27.09.13;11:00:00;1;4123;8000;6;0;2138;2039;575;540;37
27.09.13;10:55:00;1;3922;7000;6;0;2024;1939;571;534;37
27.09.13;10:50:00;1;6856;7000;6;0;3503;3453;560;541;38
27.09.13;10:45:00;1;6045;6000;6;0;3114;3034;564;542;37
27.09.13;10:40:00;1;5537;6000;6;0;2852;2765;573;546;35
27.09.13;10:35:00;1;4728;5000;6;0;2441;2366;569;545;35
27.09.13;10:30:00;1;4312;5000;6;0;2214;2175;570;542;35
27.09.13;10:25:00;1;6023;5000;6;0;3067;3039;568;553;34
27.09.13;10:20:00;1;2560;4000;6;0;1324;1273;580;542;33
27.09.13;10:15:00;1;3998;4000;6;0;2024;2043;567;549;33
27.09.13;10:10:00;1;3353;4000;6;0;1732;1707;579;546;33
27.09.13;10:05:00;1;4993;3000;6;0;2500;2542;568;555;33
27.09.13;10:00:00;1;4039;3000;6;0;2037;2050;575;558;31
27.09.13;09:55:00;1;2728;3000;6;0;1390;1395;585;555;31
27.09.13;09:50:00;1;2499;2000;6;0;1262;1278;571;555;30
27.09.13;09:45:00;1;1898;2000;6;0;971;964;588;553;30
27.09.13;09:40:00;1;1334;2000;6;0;694;656;588;546;30
27.09.13;09:35:00;1;1414;2000;6;0;739;694;589;548;30
27.09.13;09:30:00;1;1601;2000;6;0;838;787;594;551;29
27.09.13;09:25:00;1;1494;2000;6;0;781;731;593;551;29
27.09.13;09:20:00;1;1466;2000;6;0;764;722;593;551;29
27.09.13;09:15:00;1;1316;1000;6;0;689;651;591;551;28
27.09.13;09:10:00;1;1145;1000;6;0;602;568;588;548;28
27.09.13;09:05:00;1;1267;1000;6;0;658;629;591;550;28
27.09.13;09:00:00;1;1148;1000;6;0;597;565;589;549;28
27.09.13;08:55:00;1;974;1000;6;0;511;484;584;547;28
27.09.13;08:50:00;1;948;1000;6;0;496;475;585;546;27
27.09.13;08:45:00;1;773;1000;6;0;407;388;580;542;27
27.09.13;08:40:00;1;785;1000;6;0;412;391;582;541;27
27.09.13;08:35:00;1;920;1000;6;0;480;456;587;545;26
27.09.13;08:30:00;1;830;1000;6;0;434;412;584;544;26
27.09.13;08:25:00;1;588;1000;6;0;318;300;575;540;26
27.09.13;08:20:00;1;397;1000;6;0;214;206;565;531;25
27.09.13;08:15:00;1;314;0;6;0;170;162;556;523;25
27.09.13;08:10:00;1;228;0;6;0;125;117;547;511;25
27.09.13;08:05:00;1;167;0;6;0;91;88;530;498;25
27.09.13;08:00:00;1;124;0;6;0;66;66;518;488;24
27.09.13;07:55:00;1;119;0;6;0;65;63;512;481;24
27.09.13;07:50:00;1;99;0;6;0;54;53;496;452;24
27.09.13;07:45:00;1;65;0;6;0;38;33;473;358;23
27.09.13;07:40:00;1;41;0;6;0;22;22;409;329;23
27.09.13;07:35:00;1;26;0;6;0;14;15;336;328;22
27.09.13;07:30:00;1;21;0;6;0;11;12;290;287;22
27.09.13;07:25:00;1;6;0;6;0;8;8;318;321;21
27.09.13;07:20:00;1;0;0;4;0;6;6;369;372;20
27.09.13;07:15:00;1;0;0;4;0;3;3;336;336;20
