#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Temp
04.10.13;15:55:00;1;9178;16000;6;0;4601;4738;511;519;44
04.10.13;15:50:00;1;9254;16000;6;0;4615;4802;506;520;44
04.10.13;15:45:00;1;9833;15000;6;0;4892;5108;505;522;43
04.10.13;15:40:00;1;8360;14000;6;0;4143;4374;510;523;41
04.10.13;15:35:00;1;10252;13000;6;0;5064;5383;500;527;42
04.10.13;15:30:00;1;10671;12000;6;0;5269;5605;515;538;41
04.10.13;15:25:00;1;8396;11000;6;0;4163;4400;546;554;36
04.10.13;15:20:00;1;3662;11000;6;0;1875;1826;584;556;33
04.10.13;15:15:00;1;3314;11000;6;0;1708;1653;590;559;33
04.10.13;15:10:00;1;3584;10000;6;0;1834;1796;588;554;33
04.10.13;15:05:00;1;2884;10000;6;0;1443;1529;609;569;32
04.10.13;15:00:00;1;3552;10000;6;0;1806;1775;570;553;33
04.10.13;14:55:00;1;4519;9000;6;0;2265;2325;571;557;33
04.10.13;14:50:00;1;2937;9000;6;0;1513;1462;589;556;32
04.10.13;14:45:00;1;2822;9000;6;0;1458;1398;591;553;32
04.10.13;14:40:00;1;2864;9000;6;0;1477;1423;590;552;32
04.10.13;14:35:00;1;2912;8000;6;0;1499;1438;586;553;32
04.10.13;14:30:00;1;2799;8000;6;0;1445;1390;590;554;32
04.10.13;14:25:00;1;2770;8000;6;0;1436;1365;589;556;32
04.10.13;14:20:00;1;2708;8000;6;0;1403;1330;588;557;32
04.10.13;14:15:00;1;2566;7000;6;0;1338;1257;591;557;31
04.10.13;14:10:00;1;2737;7000;6;0;1431;1336;591;556;31
04.10.13;14:05:00;1;3276;7000;6;0;1701;1617;589;558;31
04.10.13;14:00:00;1;2547;7000;6;0;1347;1244;601;570;31
04.10.13;13:55:00;1;2428;6000;6;0;1260;1200;592;560;30
04.10.13;13:50:00;1;2269;6000;6;0;1186;1119;595;562;30
04.10.13;13:45:00;1;1818;6000;6;0;959;885;589;561;30
04.10.13;13:40:00;1;1188;6000;6;0;632;581;582;552;30
04.10.13;13:35:00;1;1237;6000;6;0;653;604;585;552;30
04.10.13;13:30:00;1;1238;6000;6;0;652;610;583;548;30
04.10.13;13:25:00;1;1318;6000;6;0;692;647;585;547;30
04.10.13;13:20:00;1;1865;5000;6;0;968;918;593;555;30
04.10.13;13:15:00;1;1652;5000;6;0;859;812;592;557;30
04.10.13;13:10:00;1;1362;5000;6;0;715;666;589;556;30
04.10.13;13:05:00;1;1346;5000;6;0;706;653;590;556;30
04.10.13;13:00:00;1;1367;5000;6;0;720;660;590;559;30
04.10.13;12:55:00;1;1316;5000;6;0;706;644;589;558;30
04.10.13;12:50:00;1;929;5000;6;0;504;468;580;549;30
04.10.13;12:45:00;1;669;5000;6;0;367;341;571;536;30
04.10.13;12:40:00;1;826;5000;6;0;448;422;576;538;30
04.10.13;12:35:00;1;979;5000;6;0;533;497;578;544;30
04.10.13;12:30:00;1;970;4000;6;0;530;497;578;541;30
04.10.13;12:25:00;1;1468;4000;6;0;781;730;586;546;30
04.10.13;12:20:00;1;1872;4000;6;0;976;922;589;552;31
04.10.13;12:15:00;1;2530;4000;6;0;1321;1243;595;555;31
04.10.13;12:10:00;1;3097;4000;6;0;1619;1530;598;563;31
04.10.13;12:05:00;1;2116;4000;6;0;1135;1047;609;574;30
04.10.13;12:00:00;1;1854;3000;6;0;968;907;591;559;30
04.10.13;11:55:00;1;1894;3000;6;0;990;931;592;558;30
04.10.13;11:50:00;1;1852;3000;6;0;966;908;590;557;30
04.10.13;11:45:00;1;2182;3000;6;0;1138;1074;595;556;30
04.10.13;11:40:00;1;2434;3000;6;0;1265;1200;595;559;30
04.10.13;11:35:00;1;1962;3000;6;0;1020;963;592;555;30
04.10.13;11:30:00;1;2027;2000;6;0;1058;995;594;557;30
04.10.13;11:25:00;1;2079;2000;6;0;1082;1026;595;555;30
04.10.13;11:20:00;1;2180;2000;6;0;1133;1077;596;558;29
04.10.13;11:15:00;1;2193;2000;6;0;1136;1084;595;558;29
04.10.13;11:10:00;1;2178;2000;6;0;1132;1081;596;561;29
04.10.13;11:05:00;1;1700;2000;6;0;916;818;598;567;28
04.10.13;11:00:00;1;1707;1000;6;0;885;840;594;558;28
04.10.13;10:55:00;1;1194;1000;6;0;626;588;588;552;28
04.10.13;10:50:00;1;1170;1000;6;0;617;580;588;551;28
04.10.13;10:45:00;1;1403;1000;6;0;735;693;593;557;28
04.10.13;10:40:00;1;1083;1000;6;0;579;535;588;557;27
04.10.13;10:35:00;1;1079;1000;6;0;570;524;589;557;27
04.10.13;10:30:00;1;879;1000;6;0;463;437;584;551;27
04.10.13;10:25:00;1;586;1000;6;0;319;301;575;539;27
04.10.13;10:20:00;1;584;1000;6;0;316;298;575;539;27
04.10.13;10:15:00;1;694;1000;6;0;368;346;579;544;27
04.10.13;10:10:00;1;515;1000;6;0;280;265;572;536;26
04.10.13;10:05:00;1;453;0;6;0;244;232;568;533;26
04.10.13;10:00:00;1;689;0;6;0;365;342;582;541;26
04.10.13;09:55:00;1;734;0;6;0;391;365;583;546;26
04.10.13;09:50:00;1;427;0;6;0;231;219;568;533;26
04.10.13;09:45:00;1;342;0;6;0;184;175;562;527;26
04.10.13;09:40:00;1;263;0;6;0;143;133;548;519;26
04.10.13;09:35:00;1;120;0;6;0;65;63;510;484;25
04.10.13;09:30:00;1;83;0;6;0;46;43;490;467;25
04.10.13;09:25:00;1;83;0;6;0;44;45;499;466;25
04.10.13;09:20:00;1;92;0;6;0;52;47;490;403;25
04.10.13;09:15:00;1;54;0;6;0;33;26;459;349;25
04.10.13;09:10:00;1;47;0;6;0;26;25;463;443;25
04.10.13;09:05:00;1;66;0;6;0;36;35;494;468;24
04.10.13;09:00:00;1;110;0;6;0;60;58;513;482;24
04.10.13;08:55:00;1;140;0;6;0;76;74;525;494;24
04.10.13;08:50:00;1;119;0;6;0;65;63;514;485;24
04.10.13;08:45:00;1;109;0;6;0;60;58;509;482;23
04.10.13;08:40:00;1;83;0;6;0;46;43;481;462;23
04.10.13;08:35:00;1;58;0;6;0;32;31;475;455;23
04.10.13;08:30:00;1;62;0;6;0;33;34;450;435;22
04.10.13;08:25:00;1;41;0;6;0;22;23;361;366;22
04.10.13;08:20:00;1;23;0;6;0;12;13;298;303;22
04.10.13;08:15:00;1;18;0;6;0;9;10;282;287;21
04.10.13;08:10:00;1;13;0;6;0;7;8;296;305;21
04.10.13;08:05:00;1;12;0;6;0;6;7;286;292;20
04.10.13;08:00:00;1;8;0;6;0;7;8;301;304;19
04.10.13;07:55:00;1;0;0;4;0;4;4;363;364;19
04.10.13;07:50:00;1;0;0;1;0;2;3;221;221;18
